3.593959038867696743e-01,3.437003249924358572e-01,8.339267455027143949e-02,5.631665595306190042e-02,9.848809992810332314e-01,2.134814260111840278e-01,7.697159725300416477e-01,5.930964994660140599e-01,2.265212706542382159e-01,4.073010203813373087e-01,5.662145104201605772e-01
5.013849602599091959e-01,6.790562283401785360e-01,6.727691364500532067e-02,3.345988732769561436e-01,2.906106005164568185e-01,2.878615697348807512e-01,7.605394072579726439e-01,3.392188353163404502e-01,7.562105843713018416e-02,5.019523728030029774e-01,3.982101810236826633e-02
5.235912142858589746e-01,8.875411107175135150e-01,4.067843050920471049e-01,2.900012400312832472e-01,8.963565240049115035e-01,7.731035033958651992e-01,4.031506338035413251e-01,9.260364697172229764e-02,1.342231245342647705e-01,3.307585959972177969e-01,2.294301032779965110e-01
6.070205427126399433e-01,2.162393766862418243e-01,2.589456891414279038e-01,7.338156096054180288e-01,5.865124015160722015e-01,7.423025800350104841e-01,6.668122847523179075e-01,9.089985087437979505e-02,6.140367683927336895e-01,4.638745190496582627e-01,5.953172346452106911e-01
4.810222255851200890e-01,1.949281450793570736e-01,3.671087697262266358e-01,9.174929350915227433e-01,1.295215258024318139e-01,9.082434694928099850e-01,8.582079865318164025e-01,3.818252712760513701e-01,4.484080066481838101e-01,5.789350077852787324e-01,1.305477167537383298e-01
3.789237498306963214e-01,4.412017712559189730e-01,5.284693535772960749e-01,9.870092717742263710e-01,6.249319558128685337e-02,2.464106732391229126e-01,7.397252431873460043e-01,4.116594664539127146e-01,9.067728520874085429e-02,3.069931021715551767e-01,6.660900897141218691e-01
7.591599828877901857e-01,9.012778802863763428e-01,5.822115858176175607e-01,2.348925556250968105e-01,5.408044714159624400e-01,7.898400039574833276e-01,4.458490706939663983e-01,6.043669837295652103e-01,9.193041488505633296e-01,4.011054526895504457e-01,5.996591200660339460e-02
8.136557886510589199e-01,2.404745865736266364e-01,2.213650461481997400e-02,6.751599804109397196e-01,6.587325100447810611e-01,3.452012677406739449e-01,4.072373748286473027e-02,5.483358923986120237e-01,9.362123175939973674e-01,2.314946353877044283e-01,6.281869230474906862e-01
7.842281734708332896e-01,1.327193690012670180e-01,6.086280019140359876e-01,6.732926738216108431e-01,4.117425736217203980e-01,9.559244306097521848e-01,6.870238143004698816e-01,2.088683186428259564e-01,8.062056950677453093e-01,4.376732009532047218e-01,6.039300633459626644e-01
3.235924093079141084e-01,7.317543421571448548e-01,7.410957721100044360e-01,3.694277000252993437e-01,3.025298181289065580e-01,3.544783579694847919e-01,9.895394935811567816e-01,1.681141109586149485e-01,8.048327791341254311e-01,7.024825191287050741e-01,8.013751657016513485e-01
8.571087891813844450e-01,8.394848260226978054e-01,7.234363607275062780e-01,5.622519815340381033e-01,4.798540417569411298e-01,3.705662044011780454e-01,2.186585194715450209e-01,4.461205112892231428e-01,4.299590273405202723e-01,2.596258209346017365e-01,2.385263692442438632e-01
