8.650386875509110673e-01,3.753726086291090391e-01,4.034733041704419154e-02,3.062293113976657377e-01,2.544425352834120968e-01,3.369554423262975940e-01,3.139788769587037454e-02,4.258424962857789708e-01,9.046960255988965027e-01,2.652113353075137292e-01,1.666077204652598454e-01
2.707083479569731832e-01,5.039880025463195912e-01,6.328505771584105322e-01,3.790733484189759972e-01,8.272176512541807858e-01,6.295115970234865799e-01,9.371271031615446834e-01,2.560078249579611498e-02,4.161245111048175183e-01,3.212596895484259862e-01,1.216960944912969245e-01
4.804461077198312058e-01,2.866614381248677734e-02,3.458919649949128150e-01,1.735809430016722610e-01,1.144580170166449307e-01,7.133069089881616254e-02,2.342854074622767735e-01,5.065154715798239060e-01,7.143708196138062183e-01,4.585778106311698687e-01,3.209324168178888659e-01
1.558827818792218878e-01,8.229327440051501519e-01,5.356751487601759676e-01,1.357822151756061801e-01,2.694722421740594065e-01,8.290486995674265502e-01,1.720636734501324039e-02,3.080940384948633870e-01,7.369999113867742313e-02,1.113038306305986769e-01,6.393949287629582257e-01
3.394991349120111135e-01,3.664556388635040740e-01,4.021026728804970585e-01,4.248583485836131546e-01,3.715738725625188366e-01,6.399811039882026265e-01,8.946652998693558345e-01,4.208133738208631458e-01,2.116537133241939150e-01,3.806455224598523923e-01,6.178085715369318054e-01
6.198613114411337666e-01,8.026031926902286173e-01,4.099351846023491230e-02,6.035736496805423901e-01,8.010596787478823089e-01,1.154949700801143342e-01,1.941579824511062702e-01,3.588432069062442720e-01,9.855244392123587716e-01,3.848200741169113259e-01,2.073557230299851728e-01
6.025276920580441287e-01,7.928433608335847538e-01,2.336647598183504426e-01,7.009744303924019260e-01,9.703724618600193530e-01,8.669460203440981783e-02,4.276114988276231710e-01,1.764064675731418230e-01,4.384795731466387680e-01,9.652580017298657555e-01,4.003084513480548168e-02
4.595426944161394855e-01,7.420298109261085351e-01,3.208786325126740113e-01,9.601152957449354819e-02,7.282569223736234942e-02,5.519484872905303652e-01,3.513517671337326176e-01,2.415323186493451013e-01,5.812424720488538199e-01,8.491094388810267457e-01,2.651410426538830523e-01
8.085150818042855514e-01,6.430964238608830597e-01,5.564121224744604799e-01,1.925419039209188554e-01,8.278934910978055228e-01,2.125912475701996485e-01,6.054730385074975629e-01,6.002715091025553340e-01,7.650607625953022017e-01,2.906443775866794921e-01,2.264175728046473601e-01
7.994130680852753468e-01,9.605404018564706048e-01,1.541439073295065576e-01,7.925392259387680216e-01,6.545508730941345110e-01,1.213688065939322325e-01,8.889727141930093834e-01,1.141627733499593900e-01,1.206520043762349115e-01,9.882747655208754534e-01,1.471248006420455834e-02
4.824403525721976393e-02,9.292723184589677388e-01,9.756682665778961816e-01,7.148214657577294240e-01,7.069573600045550021e-01,8.983486104350675294e-01,8.290267480518846988e-01,4.690741837399274861e-01,4.725202187857846514e-01,5.241233095278784448e-01,9.206682224967263073e-01
