5.973844403361319166e-01,2.465322625449516414e-01,1.504698875818686332e-01,3.777688763883992884e-01,9.079121314576661383e-01,8.734883987780439618e-02,5.220932083018703374e-02,3.009495573584033412e-01,4.308622712668491728e-01,9.407069037077380180e-01,1.922603147380630428e-02,7.165957039416149810e-01,2.130323267336624582e-01
9.033733672629307154e-02,1.528678691564497871e-01,4.182177141431956402e-01,4.290457657370210232e-01,6.488141607689115187e-01,7.969680695965216666e-01,4.530592483905772072e-01,9.712721050790906752e-02,9.782205220768765974e-01,8.370152000400737924e-01,9.150529910275273515e-01,8.121757077988820406e-01,9.533044930218312896e-01
9.860477408939617439e-01,3.732929669649875937e-01,4.723301697621216100e-01,3.101940160649123701e-01,6.270238472812851294e-01,4.770076965114744549e-01,2.003458862778947358e-01,1.653703499629023410e-01,1.702343552238839708e-01,8.046776533235641127e-01,6.856564373309822491e-01,5.461924561685329582e-01,6.134099544879351162e-01
5.201274933590851468e-01,7.269036240584083597e-01,5.541750190041778712e-01,4.473266543895555447e-01,6.461217247439906552e-01,3.522631504627843357e-01,8.890291948054581672e-01,8.177095929138045172e-02,9.690006475842237732e-01,9.769210930481072586e-01,3.996701816165666443e-01,6.281636702365466229e-01,5.074789485980717441e-01
5.697394152132160272e-01,4.981914517426456745e-01,9.577924518117212349e-01,7.236939700656676022e-01,5.394788952798927895e-01,6.728211164873297845e-01,3.423217342059728940e-01,6.966694893800189359e-01,6.794587213650691293e-01,5.190708823165942620e-01,5.223132167252019231e-01,7.334381707480235324e-01,1.470861517847411593e-01
4.964685077734343199e-02,9.681683454064948791e-01,4.325719354240807890e-01,7.414901676787930551e-01,8.808472468987049719e-02,7.982165510535699227e-02,6.232472242001330098e-02,5.341245277364684574e-01,7.685762747684035112e-01,4.709844889776916288e-01,6.041455183851884847e-01,3.427009899760701250e-01,6.782409499889558990e-01
9.229764623154420589e-01,4.294134932031571372e-01,8.031960960146244943e-02,4.417614535121111574e-01,7.504976275673747033e-01,2.951686579738533878e-01,6.574123691632653976e-01,2.522979491180101785e-01,4.287043037071321949e-01,1.721288965552548733e-01,6.479106695605052479e-02,6.074568918756044766e-01,5.998533528314223817e-01
7.042686888665797840e-01,3.715125076431461393e-01,1.154255932779638671e-01,7.437682979161398533e-01,6.129772290166883852e-01,6.066932390643828832e-01,1.087751444483638918e-01,1.356198581029744998e-01,4.374412055393730459e-01,6.129482434607961272e-01,5.669635596357923690e-01,9.702499329024735220e-01,7.127273229852160163e-02
1.170837173988739099e-01,8.060422353398657425e-01,1.864121768425874848e-01,3.592558188341645753e-01,2.091681061544649056e-01,2.821255199566600202e-01,5.415553826060551801e-01,5.041905331365603704e-02,7.020737703177470923e-01,8.840551580799496101e-01,7.383499277355224377e-01,2.344654108004873283e-01,8.516688887157111143e-01
8.088395878942253869e-01,8.388681118512132384e-01,1.883579122671898975e-01,2.938722217513622947e-02,1.720168010602654007e-01,4.526688060342416442e-01,4.706176800911165969e-02,8.734276598307766371e-02,6.487351366468281366e-01,7.890102112905035270e-01,5.847128884578444152e-01,5.784450671920019493e-01,5.179957503546728237e-02
3.833736335354553937e-02,9.781746478053354732e-02,2.345676869339901049e-01,7.224895504964672366e-01,4.816640470687042486e-01,8.664960082051221812e-01,8.384793799102980838e-01,6.859901442050941878e-02,8.096624571207055032e-01,1.628089929910546685e-01,2.077418620760846935e-01,3.244016839381702599e-02,9.628237359380753535e-02
7.594353234080558623e-01,7.857296497444943295e-01,8.263317819348615645e-01,8.934270332658952318e-01,5.557512496869533303e-01,4.461727528950643062e-01,2.129977807559150227e-01,5.396893728987361971e-01,6.653273246514954664e-01,7.753522147912702556e-01,4.125351006638183771e-01,7.273750223090178491e-01,9.986578718481030625e-01
6.665849428309361668e-01,3.658703588139960994e-01,2.111793555698345815e-01,7.875169841126150594e-01,9.603743503696590134e-01,8.925485883575950963e-01,3.653862987172094012e-01,6.692314994643308035e-01,2.319823142379542347e-01,9.840875132673064796e-01,8.519817351507219527e-01,5.883124123207005285e-01,3.829861577251935101e-01
