3.851957300956556640e-01,7.164322418846232887e-01,5.984368396184158723e-01,9.977381310452360097e-01,3.065760286358184539e-01,1.578060087937658285e-01,4.370406832921869267e-02,7.423578623001755306e-01,4.710581105691161730e-01,8.635336214612078232e-01,1.408753297697856732e-01,6.525096038018824984e-01,6.198484507669823618e-01,2.658469953305059308e-01,9.242684619052671247e-01
8.751812300837493730e-01,9.766334771405708048e-01,7.102483846229940001e-01,6.910130208774079019e-02,4.222869406833622552e-01,6.286570109146361052e-02,1.962967760379706883e-01,8.569939756597214631e-01,5.256830130543640456e-01,5.558506024414072710e-01,4.901647483996929289e-02,6.955993731009313397e-01,6.009264239188536472e-01,9.553288232963456084e-01,8.303354409473633346e-01
2.540596806901612714e-01,4.863314153423823338e-01,9.720811520524954563e-01,9.583459445510524866e-01,3.212618264258981782e-02,5.510619124285933701e-01,4.444885105944808013e-01,9.946492476088375501e-02,2.821363676941459619e-01,5.228293574765928708e-01,2.315931301860766345e-01,2.140809041598692453e-01,3.130479160151633522e-05,7.596780983478030880e-01,6.183785519812329268e-01
3.340538570736838464e-01,3.430582728778241997e-02,9.380815984921079265e-01,6.266574303813030600e-01,6.841086081789089501e-01,6.976032751396987752e-01,6.692988318376063006e-01,1.126809798898148474e-01,8.202533736852424262e-01,9.694218985343472372e-01,6.096174352691937637e-01,5.077971216440002600e-02,3.343236055358874692e-01,3.534095606251170807e-01,7.338700322554281286e-01
4.157026879956651211e-01,9.325533635218532513e-01,5.489572638089161849e-01,6.204253872886151822e-01,4.378346749685426698e-01,2.304742859726192084e-01,5.841011253625666422e-01,2.972642059617167654e-01,1.141090492642417020e-01,8.396823928840956297e-01,1.203788581205611496e-01,1.748120897397568152e-01,2.902521655644507703e-02,2.737080963639113573e-01,4.752471895659595713e-01
5.328771980433313349e-01,7.094253179348873894e-01,7.193102723338461457e-01,8.298465267934734824e-01,4.970151413280070596e-01,5.210536410128472351e-01,9.266468259921164519e-01,7.687956270879163778e-01,3.362748464921877511e-01,4.030353505382324730e-01,3.532271761291496670e-01,3.160062029230259473e-02,6.027883958339307346e-01,9.149680915482363286e-01,3.958386202529305953e-01
9.992653262091250044e-01,2.501757655280283377e-01,3.198611016217789427e-01,5.226161234153313684e-01,7.667923845825496132e-01,2.735558370522619409e-01,1.409174425369105199e-01,4.136052635735054661e-02,7.952302540021833899e-01,8.286246611394744166e-01,1.664682662116412359e-02,9.306518502419258709e-03,3.784544423103050059e-01,4.238261814554514784e-01,1.063533906815519181e-01
9.405489246899996214e-01,6.908033134931017560e-01,4.026379463624489841e-01,2.258802046901167149e-01,8.679375358630250226e-01,5.843506465343876188e-01,4.025277195624934468e-01,9.752862920048394058e-01,8.185691978582667616e-01,9.479194407147816248e-01,3.098287557422970684e-01,3.850162602739551909e-01,5.733619027531980938e-01,4.998370179490752019e-01,1.508754018264045760e-01
5.733604285785924848e-01,4.539493026234725503e-01,5.823283152277346497e-01,8.448647129129640554e-01,7.583318043514362117e-01,5.948478817193054713e-01,5.278736176902542043e-01,7.547093336760446469e-02,6.143835931055390276e-01,2.156735085290416576e-01,5.085120671771365952e-01,4.983288192511647896e-01,8.361904068560249703e-01,9.779097836103149977e-01,4.943668218175759632e-01
6.737037587963601304e-02,3.809710947003999149e-01,5.791294964684003954e-01,7.428930423145063688e-01,7.521205790294028803e-01,8.520412999435631463e-01,4.121987912165807622e-01,6.627392932495622668e-01,8.903866040692176576e-02,7.970696246514655803e-01,1.684514822571047121e-01,7.411991838175102654e-01,8.112442110548880869e-01,9.848402752016556239e-01,7.050528494206870223e-01
3.836778983269447663e-01,9.461281064472525371e-01,8.073901017853013506e-02,4.721564303298634302e-01,2.752062642403824144e-01,5.191513267441068002e-01,7.570173642108174450e-01,8.024866344472112445e-01,8.189705379099136984e-01,9.893112810764649323e-01,1.568663586250982345e-01,2.552255103917603352e-01,9.659319490772007022e-01,7.504377687799842489e-01,4.969052559926391277e-01
3.635251635616011390e-01,2.187154446219150561e-01,2.129119299410983102e-01,6.519105932985055363e-01,9.952550829543561628e-01,9.503538831454272362e-03,7.657497756267823696e-01,8.969006522062867859e-01,1.250248490834043880e-01,1.366284809998712380e-01,2.474323152451861629e-01,4.709545088102926602e-01,9.172743426866378780e-01,1.116373502978804666e-01,2.144881467706738487e-02
8.429851979204344703e-01,4.566167209866139887e-01,6.526682753225645506e-01,3.857872171072177503e-01,7.736167058274999730e-01,6.010983833134244669e-01,4.909946026211962078e-01,6.591181520399989058e-01,9.742370246672125145e-01,4.279941398237548933e-01,1.242976226482739310e-02,9.443788428267529955e-01,9.938511502063472891e-01,7.798450117262053505e-01,8.698067357642437214e-01
3.740173642629918138e-01,2.241968236139189052e-01,6.462755452955286639e-01,3.641574801170643916e-02,1.464514739824663847e-01,4.101591167621844169e-01,3.503233059041744868e-01,7.874630426385208493e-01,4.714634219652262814e-01,6.030737892218654972e-01,6.900578740933591693e-01,9.915985947259652322e-01,9.350295475337594420e-01,7.270564286589917824e-01,4.658571842107608330e-01
6.660181284215543895e-01,1.778550386400847838e-01,6.715323122505618691e-01,1.561421763330342882e-01,8.259771300190016374e-01,6.917164459708746715e-01,6.427999199039722278e-01,1.179094928799493402e-01,5.088815153017439696e-01,1.640596833129521759e-01,1.072544462391783471e-01,2.285549170226972571e-01,1.232082478971304740e-01,4.244976289719245566e-01,4.224791870104228630e-01
