3.669942388379514586e-01,8.192553147764339849e-01,8.310477871014162465e-01,7.451535276288456799e-02,6.621111087291716712e-01,9.556047248397681049e-01,5.255115388037734370e-01,4.723960419616154427e-01,1.229621692393918497e-01,5.255617963928227443e-02,3.721609351940664556e-01,1.233525810711966209e-02,8.205507359532527856e-01,8.108597798429988401e-01
4.114231619104293802e-01,5.371878654903391448e-01,6.100676554586992317e-02,8.078805183342787632e-01,4.060043215633886149e-01,6.430450488717754931e-01,2.647809580487010539e-01,4.166050614468140845e-01,1.577607900779545158e-01,5.848288472262038740e-01,8.852309193588553393e-01,3.956107320224223622e-01,1.686679250022100618e-01,9.755281140840451615e-01
1.075607287813901136e-01,2.250188281059517514e-02,8.583478422831174459e-01,2.076624867717289380e-01,3.131624401260868495e-02,7.647666626905412768e-01,2.897489742719748795e-01,1.570418930352288633e-01,8.085108782499533797e-01,3.312192408016551015e-01,8.877306894489152000e-01,6.426499853113781802e-01,1.815298345096278965e-01,6.829105172943727986e-02
8.701284022774264937e-01,5.147144861994917830e-01,4.179746383322524572e-03,8.697317940026004779e-01,2.247871752073220541e-01,3.970046681337380257e-03,9.828660933854178605e-01,6.988110900706188122e-01,9.657841896526403458e-01,9.916957086650428632e-01,8.684300633433718053e-01,8.703438925568878215e-01,2.136422645644157070e-01,2.081885660559460449e-01
6.937676796872932483e-01,3.714186977656004363e-01,8.195407924832419644e-01,1.167725268777408676e-01,2.995293143483791498e-01,4.388232911237899270e-02,8.511141633412862006e-01,3.649820504320824277e-01,7.970076001464646565e-01,1.114408075769448558e-01,3.252402291849487703e-01,7.802241014379556194e-01,9.118827385712147127e-01,7.332674398497081025e-01
4.375838966954601617e-01,4.205989168888665253e-01,2.063810391191582827e-01,9.012416711792832213e-01,6.254220699088796076e-01,3.283535878723763402e-01,2.186434993880849165e-01,4.909239238059533994e-01,3.509843402215839792e-02,6.351105874228287762e-01,6.144086205474482698e-01,8.976229047419467255e-01,7.173877327739535126e-01,7.391586445523095072e-01
4.175902865252076879e-01,8.196581208441917621e-01,7.171623057057597839e-01,5.383794617549869654e-01,8.312489084051020161e-01,4.056541879979713716e-01,1.729442157835306970e-01,3.658560650587150409e-02,5.332571772442722402e-01,7.563734699006535722e-01,7.411770998231537178e-01,9.738416309255349956e-01,9.206703152581046101e-01,4.756838630737606488e-01
1.599926004549915293e-01,4.319600086551804718e-01,1.929781728023861609e-01,6.704836272596091939e-01,4.373600969030849717e-01,2.378349575959047835e-01,3.035584437961297288e-01,3.653432956772688645e-01,5.420974937650976377e-01,3.081102240137401083e-02,4.423966052113789127e-01,8.976365449184986467e-02,3.297054275805594292e-01,5.977388646780951165e-01
8.493795705806659324e-01,3.738378094031368226e-01,5.348004652607992737e-01,9.934289269141369783e-01,2.267869420490380428e-01,3.764244672019148030e-01,6.529267078637157606e-02,8.112182754437917698e-01,4.289451693977719415e-01,7.843149397139099754e-01,3.280121990237084839e-01,4.320178157600846891e-01,7.656057465101415715e-01,2.944000709146225025e-01
7.523636005241768343e-01,7.359977209289614297e-02,2.414213523535102546e-01,7.830971981007293081e-01,8.122974653044811033e-01,8.878456530396277024e-01,6.845459137440099706e-01,7.285638405736756251e-01,6.098164374265024890e-02,6.834882999842438744e-01,5.219415098578896739e-01,5.903338184322597382e-01,3.646210603902843017e-01,3.901305491734180508e-01
6.528274275847488761e-01,9.271894882800780779e-01,5.927714316111118986e-01,9.781450477542694699e-01,3.346671787204612558e-01,4.618555862565694170e-01,8.091955101428943697e-01,8.739234048459973980e-01,3.440906676854946777e-01,1.832130388213297767e-01,8.923349519048574541e-01,5.851636634223932321e-01,4.689471905679708508e-01,7.374862804957198481e-01
6.279653413069808954e-01,6.974861923156709942e-01,3.220590162519544331e-01,9.223465151879750579e-01,6.675433207224429344e-01,8.238458648304960441e-01,1.812680965768378449e-01,7.440934719273633036e-01,9.319391100832010721e-01,7.377862875732454917e-01,8.953219859121939184e-01,4.917641117485271884e-02,7.067843908724286139e-01,3.605327215360802917e-01
2.442940272261187040e-01,9.767593173298596554e-01,7.893436889730057748e-01,9.424130618087569466e-01,1.871324553501760857e-01,5.223963428605514769e-01,4.814305697330734102e-02,8.543836153678060485e-01,6.471109139990620651e-01,7.550196489383854681e-01,3.618144870732553642e-02,5.093282168729161841e-01,6.364390259692019880e-01,8.033802626315531548e-01
5.953501017663083150e-01,2.902193136289838993e-01,9.464669759109640701e-01,2.907998442957633323e-01,6.026376748980407649e-01,9.869615432454952320e-01,5.669910486338882727e-01,3.038183870560450250e-01,6.072736400241968147e-01,3.106333255133455484e-01,2.214248089982518986e-01,9.369392863790977355e-01,2.038433347666196438e-01,6.003102728671769750e-01
