9.666266710765678560e-01,4.605446297329093275e-01,2.255799339138142567e-02,6.895653957592710048e-01,7.757667455623529218e-02,3.233532806920512703e-01,9.407542340795913560e-01,5.864610118907394032e-01,5.823977631645562703e-01,7.706152906956260651e-01
2.192288207787896903e-01,3.246267595996429334e-01,3.715074248113746647e-01,8.792726199471134763e-01,4.266259526168214578e-01,5.760495482686157631e-01,2.114331132071486374e-01,6.804605494862132620e-01,9.702101472585745734e-01,4.438612325556507976e-01
2.866763722373795176e-01,3.722513033651380088e-01,8.481324721339389416e-01,8.241791850756188254e-01,2.009832561001189122e-01,8.653899263002157172e-01,4.516825661458639951e-01,3.077500906927973512e-01,3.976076188031474334e-01,3.331580094959378791e-01
3.637209378037514762e-01,9.468630901655197274e-01,8.475779617493006679e-01,9.526156189455153855e-01,2.249951597508768053e-01,1.269161718927859228e-01,1.389736188349323109e-01,5.613324661891477829e-01,2.042489445546564752e-01,8.233723497635813127e-01
6.190272403293570758e-01,8.391144645544185154e-01,6.302228322259679771e-01,6.007190457479918422e-01,7.238807410009423515e-01,1.689813988255735033e-01,1.921598639952515342e-01,3.050592703754754220e-01,1.301490924772331637e-01,3.728419794910624585e-01
6.953879214728098113e-01,1.318768548942412799e-01,2.696859250858758550e-01,6.766054867288404662e-01,8.234317322477306966e-01,3.182799093177142158e-01,4.901265827749033965e-01,7.243028763018378724e-01,5.180846991942467117e-01,2.252169961989143321e-01
3.872432773809962869e-01,8.181437640969325686e-01,6.510934258979054201e-01,8.870675219835721936e-01,3.610670340140169632e-01,3.068491231593709623e-01,5.725689582241796360e-01,4.381241449657555798e-01,6.539849141365277063e-01,1.140814947348949282e-01
4.916676084669597824e-01,6.348223935903479775e-01,6.423672314164039499e-01,5.697021297166229292e-01,7.287231812434460387e-01,5.724110972015993282e-01,2.369390263393855722e-02,2.758135027543684448e-02,8.557562518609208579e-01,3.362465812022891187e-01
5.647864793007183470e-01,6.822967659764845871e-01,7.889165801482741491e-01,5.420241237248725197e-01,8.834984245206687348e-01,2.993553422685718557e-01,9.678865972981073318e-01,9.330504539181175838e-01,4.808740774741891988e-01,5.327327031996880180e-01
5.918299962606595743e-01,1.689359628914518519e-01,5.000645155868777003e-02,2.174226675500862127e-01,5.133843936368683858e-01,7.680645719507599445e-01,2.089830268410143299e-01,9.538672552731615184e-01,7.590239988199386501e-01,3.949438524927446625e-01
