6.132006410899067950e-01,2.856638365363304288e-01,3.152498891123293179e-01,9.804738684023149853e-01,6.832258878118108170e-01,6.075207431295261973e-01,1.713631731384751555e-01,5.486030577160282418e-01,3.758435063771075058e-01,6.256932688999933267e-01,8.036811936812991997e-01,3.618116327507358010e-01
1.337392206110236126e-01,1.077920666670817429e-01,5.800535367480722515e-01,2.509616488325998596e-01,5.189012167811669629e-01,8.403858664251067090e-01,8.276117859915721464e-01,7.572922361942107106e-01,1.658069935514677740e-01,9.914905231272933550e-01,2.639165165043206862e-01,7.642252488924085041e-01
4.952186948787689058e-01,1.156948742446494149e-01,5.971420459168467199e-01,8.490758028094238519e-01,5.546596567028786451e-01,3.364332451662321866e-01,2.661179082754304703e-01,9.736780769443231787e-02,5.126365801362403607e-01,8.795370091018204217e-01,3.890233691126301352e-01,3.440186223352896810e-01
6.042625416619191725e-01,1.158227291346710652e-01,9.076757208773389429e-01,2.003978446708409855e-01,9.363466030243294824e-01,7.131364719658617179e-01,5.350298402723223656e-01,2.641425195325285413e-01,6.672309289768100227e-01,6.221071620728068075e-01,7.818903611252530084e-01,4.691991567409679043e-01
6.718615311761780839e-01,8.648454281934576660e-01,8.505680558582543460e-01,5.814177994918615644e-01,2.216614244092240948e-01,7.144535211649911677e-01,4.270018080255084669e-01,2.655355571577208140e-01,5.048781033182669908e-01,5.354482299461641448e-01,9.547670784301250935e-01,6.419540014657283411e-01
7.643994650297186721e-01,8.571587020544285673e-01,5.182011535281226822e-01,3.814691245723490498e-01,6.591369894502725479e-01,9.272224867915045410e-01,4.337605638749434389e-01,1.693566910013658555e-01,9.877000999215180821e-01,2.679911095809729416e-01,4.721659870503237544e-01,5.856828119461007232e-01
4.100075155850455566e-01,5.021422947810965098e-01,3.014317924396692217e-01,8.720813414089626514e-01,7.455445108622305028e-01,2.990351335593256499e-01,9.712424668970301989e-01,9.420529492345212086e-01,4.444535594915945964e-01,2.883093445883347927e-01,3.609978614458408952e-02,4.859806500923553596e-01
1.465558594579148277e-01,3.073296326635935882e-01,2.982855007598737007e-01,9.867254151790598726e-01,1.000029669828104151e-01,8.949489726707413606e-01,7.479193215162456276e-01,8.747228599016443340e-01,6.825427974116387020e-01,9.004746761717177250e-01,8.463712328168828680e-01,1.150036082217471556e-01
8.729265657337834661e-01,1.803630546910991450e-01,8.831073465892251839e-01,9.799473028933934904e-01,3.718699914731866674e-01,1.339879552359654058e-01,5.829842975902482793e-01,7.966313705285911206e-01,5.726945355574737384e-01,6.497804955783079706e-01,8.224755900072677761e-01,2.487876026326004686e-01
4.374368223084607044e-01,4.737096633148367708e-01,5.924880436079749124e-02,8.947950899472799646e-01,5.548239137139091559e-01,9.748562214068207110e-01,8.759719247821526888e-01,5.623851180113507153e-01,6.857075821686311468e-01,7.434604803675364249e-01,6.007980193471665897e-01,9.401333909256744947e-01
2.977686689435378176e-01,2.107943925719276690e-01,4.890321666939294598e-01,4.152017472162260470e-01,7.315650243398276187e-01,1.226606014174718151e-01,9.379764569319233303e-01,5.867054086795331358e-03,6.078807472335738815e-01,3.489783768573284650e-01,1.937497117560399440e-01,4.951627984192366050e-01
1.471569423483596317e-01,2.376540114340788268e-01,4.283943018800548952e-01,4.188678808546221211e-01,3.128421319173845250e-01,7.371362600981562485e-01,9.085746314948139890e-01,3.090129137485116972e-01,9.942387020498212324e-01,4.229195128159799477e-01,5.805824003711238523e-01,8.979358324270171332e-01
