"n" "d" "nsol" "npos"
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 1
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 0
3 2 1 1
