9.533299201072763518e-01,5.415706008938585558e-01,9.328885042966612584e-01,2.486124377773242244e-01,8.389638083339417962e-01,2.552843241963705934e-01,6.158187409459102701e-01,7.944671957300203369e-01,3.627782002835954200e-01,9.239298514432223719e-01,9.701940767622951878e-01
1.734181916714823135e-01,3.952748643165658882e-01,9.969009340357112281e-01,4.023991413931294892e-01,9.175511460747025616e-01,6.124542725799846377e-01,3.593474351907782749e-01,1.972507202801033754e-01,1.350121941879743881e-01,8.681263646360208863e-01,2.431147787799931015e-01
3.182229030743444209e-02,9.427694710986580517e-01,5.738527063223277658e-01,5.587390280581041591e-01,5.843262787579006634e-01,1.573395521136732311e-01,1.757809568149790724e-01,1.403574533557621073e-01,4.596060599839075778e-01,2.968815761565687383e-01,3.653183446599831408e-01
8.330235539929587985e-01,2.855700654830445329e-01,6.751744165573374534e-01,9.506577288627612310e-01,6.000340573388641685e-01,2.127320271896773196e-01,6.235676565934574755e-01,4.665629832594441195e-01,7.893401753388995523e-01,7.369481882062529632e-01,5.034100178628700961e-01
9.846511575868340804e-01,9.078853170055334321e-02,2.756827717915218967e-01,8.480744230289031238e-01,2.631485298839073561e-01,4.509848454795950534e-01,4.139668279607704449e-01,1.708772549915289485e-01,6.801198833988385539e-01,8.561889416918311291e-01,8.008889466161168702e-01
8.564084331990026167e-01,7.850707958890554838e-01,9.230303963482520135e-01,1.378062416821024261e-01,7.274367506843181230e-01,7.849904878974154343e-01,8.322173550871453385e-01,1.327189983403045392e-01,3.013921270995827406e-01,3.229811460473576146e-01,6.478904681938524313e-01
8.157120398067871925e-01,3.049155932942744229e-01,7.541202194951833748e-01,6.801648569236442565e-01,7.062255802846539865e-01,7.445941242554482420e-01,6.971710369822816666e-01,2.271878225400661977e-01,9.157803458550172193e-01,3.114806966132178667e-01,2.531425064394223767e-01
9.535337727799872987e-01,7.162153082264410831e-02,3.743639003097578577e-01,9.694371682870051021e-02,4.037067441145606450e-01,7.439270792976493407e-01,5.102000806135185140e-01,4.565895895854987785e-03,4.292268886582372156e-01,4.180869597322824927e-01,8.281755200497076252e-02
1.607948696293709512e-01,7.590646010462384075e-01,5.847044035403891060e-01,4.169268851172427404e-01,8.395243811252284249e-02,7.889885668205941505e-01,5.958351125088033884e-01,3.932494755259628993e-01,8.755425367636991973e-01,4.491483316239049950e-01,8.857857228534471439e-02
8.963048875431045559e-02,1.966789081834994235e-01,9.067278437757440024e-01,7.885319479171553070e-01,9.406017284705092685e-01,2.404235375374628170e-01,1.755884534222525994e-01,7.515887656636652814e-01,9.338784136254552060e-03,2.199926419407960410e-01,9.443354068329014028e-01
6.263503987365315329e-02,6.330062237124081115e-01,8.042654710896315340e-01,1.896862378089301249e-01,1.440331896931373867e-01,9.173961975571520711e-01,3.624109873172658425e-01,2.587632479767792981e-01,2.813474267762738901e-01,5.919456735626681398e-01,9.374574877470198686e-02
