6.778125538597796762e-01,9.824375266748403002e-01,3.484299716656202861e-01,8.866828636297026112e-01,2.187163289005389366e-01,7.690870423568422209e-01,5.419267212464337069e-01,8.333746647648523354e-01,4.330750602527163595e-01,6.152230140332947128e-01,9.329827258998354411e-01,3.617104772614921915e-01
5.148538060974402475e-01,8.428538491773476249e-01,9.384619690392471680e-01,6.858017601913602990e-01,3.857390297348191055e-01,7.154439424544748460e-01,8.727886133438554905e-01,3.372316282884846306e-02,8.004393767577219210e-01,5.730628352781097501e-01,6.510399203913063149e-01,6.258597211119645287e-01
4.041942681208423593e-01,2.863094415109662672e-01,2.031738696895197815e-01,7.766475569173557636e-01,5.345679946506606273e-01,5.140950584751017294e-01,2.779895674596990496e-01,8.298178562796790780e-01,7.599504059662802735e-01,5.893348658652219907e-02,2.523678955624704123e-01,8.149274659274341470e-02
7.072745948835185148e-01,5.612896588937038578e-01,9.372636297373727610e-01,4.734039686258417756e-01,1.042539470023334802e-01,7.385627231350032629e-01,6.593042104592501396e-01,2.595582702440356604e-01,7.143134856866012461e-01,4.022952981020425645e-01,2.172722156780493297e-01,8.173241667803311516e-01
5.453648950130079998e-01,8.012258071786108049e-01,9.536499439936300115e-01,8.123906390218441631e-01,8.150798749549305056e-01,7.716460114130354597e-01,7.298134395671870278e-01,7.571090744662243299e-01,7.904043124863824321e-01,6.331483695641056952e-01,1.544679751117894462e-01,6.016646345351316372e-01
7.632247295146366017e-01,5.875012564838618667e-01,3.751473041352694215e-01,2.458372157072136188e-01,7.135096263366974556e-01,3.277404168932720463e-01,7.115992918348017504e-01,1.765924631689881341e-01,2.894393078236605632e-01,3.098785872115727980e-01,8.990747620373895632e-02,8.734947045118653941e-01
9.267770200598962616e-01,1.850222425802156012e-01,8.368672907309510078e-01,8.315361322860492788e-02,7.220240655042464706e-02,8.453896862612493290e-01,3.254189653323225073e-01,3.582022835437727037e-01,8.437809518325809499e-01,3.684375702103092065e-01,3.365517671356845764e-01,7.927538149769223219e-01
1.911138941910319744e-01,3.327168000045657159e-01,1.138530265099216843e-01,8.315895917832060169e-01,6.394227316747762568e-01,7.572525612049458843e-01,2.590189651436625162e-02,8.014650552112880799e-01,8.037011902278720088e-01,5.794000989715017980e-01,4.718987559674804322e-01,8.089551190448606155e-01
1.678008707501427166e-01,1.814083292351564847e-02,7.285914424250461430e-02,1.192207879449158625e-02,9.178425096082132306e-01,2.611874979585621093e-01,8.602728611801512271e-01,7.417110524201566690e-01,3.039960837505764069e-01,9.687472815695394868e-01,4.901925194215760451e-01,8.024061130525134145e-01
9.835530898303801450e-01,8.659348823328782974e-02,9.034900750167510486e-01,8.362177493823593766e-01,4.314483635862624844e-01,5.760750209582481407e-01,5.155269258419440392e-01,5.506093620053731374e-02,9.360784466254086222e-01,3.356003958495665795e-01,5.519512352300545155e-01,3.142644166786996429e-01
2.710375515274903169e-01,7.589466390917561922e-01,8.730816716485306772e-01,1.950020882557631507e-01,4.864781719865535203e-01,9.257665704946916874e-01,9.953914033097842617e-01,4.613410477463320003e-01,4.386345907797308818e-01,6.177272840389125275e-02,4.615655494395697334e-01,5.168881099617481656e-01
9.158072709276730006e-01,8.067278668396067332e-01,5.006230208653614788e-01,6.125446478774352332e-01,6.680232578573923607e-01,8.689466111741891430e-01,1.952362524873423322e-01,3.368820532979149851e-01,1.298148398507418255e-01,8.037561936214406844e-01,7.146512815977301702e-02,7.242227210857867803e-01
