3.361168280371683581e-01,9.846107832000757787e-01,5.018531210866314929e-01,8.150053023125757301e-01,6.074268457218412465e-01,7.697880865578033971e-01,4.151472504580333567e-01,9.973445101954806491e-01,2.224468851531552493e-01,7.216051138063492854e-01,7.090325423081978995e-01,7.132019405640122045e-01,1.673525974365629443e-01,9.026237567099727466e-01,2.230167367536270984e-01
8.979620643964772997e-01,2.612631005391782280e-01,3.761074945054133645e-01,8.347550061714801295e-01,4.865539986007816342e-02,2.403178702737840400e-02,9.814830620689742879e-01,3.859088479150908357e-01,3.183755384586857140e-01,9.866461340002790070e-01,6.610238449052898702e-01,5.972196683492537739e-01,6.651923428947248418e-02,8.002701141930794737e-01,8.119727704498713727e-01
2.090105689027392799e-01,7.385401010383101372e-01,4.985476474102319422e-01,1.207420294607208788e-01,1.546411004165647585e-01,9.027038766876909204e-01,3.648435000718002197e-01,9.545838252887458575e-01,6.902039321018340612e-01,9.106405254873272126e-01,6.130761511314597456e-01,8.618051656006114891e-01,3.733319779347691325e-01,6.883624664712285623e-01,8.869350420941558566e-01
8.414030881028973230e-01,9.699896979199416069e-01,6.275912722350487361e-01,5.259413979248651616e-01,9.551744080261712622e-01,5.285601895184807164e-01,7.016889536456241139e-01,6.351062272019030175e-01,8.214636190349419165e-01,8.377945802881677784e-01,7.033528477182144911e-01,8.126097333667869904e-03,5.126528467013851120e-01,3.900674299565396463e-01,3.071058546884645191e-01
8.343093813416722071e-01,9.698713125374414101e-02,1.354353212347134683e-01,6.417953843312701467e-01,8.988301935318123714e-01,2.589691484924352416e-01,8.618322815764057898e-01,9.776943160280455736e-01,5.313875090545350233e-02,6.437058603128974488e-01,5.010412155207271123e-01,8.741814651147163939e-01,7.060121912799510735e-02,9.320061822444932753e-01,8.492756390378471965e-01
1.343544140651448116e-01,8.887872243191700106e-01,3.147547614075001388e-01,4.158297848386850459e-01,4.486686522255530774e-01,7.083369609941525535e-01,8.505291981895126696e-01,9.546149922429898460e-01,1.777852323211720487e-01,8.900835462802382247e-01,5.201066469603277120e-01,3.372213429600955381e-01,1.598629617440214812e-01,5.570048732102108602e-01,1.837105277092578870e-01
4.200490539140511181e-01,9.687064313880672239e-01,9.729690597253927153e-01,3.885056652530722854e-01,9.916236625976958541e-01,3.918908189837438938e-01,4.981310138138691501e-01,8.032103797309620985e-01,5.918401001192096222e-01,9.714256421495921501e-01,4.820458400877116745e-01,2.320464002916446944e-01,6.420971557502636040e-01,7.703256410013071820e-01,9.482426468535137820e-01
1.038438024290613271e-01,2.704339501027483994e-01,2.764420232638808983e-01,5.110602283398917312e-01,5.951235617809227385e-01,5.291014004479011046e-02,3.545527086067032929e-01,4.322920424156695418e-02,6.175332938581578057e-01,1.215819601012068096e-01,3.963092836611635805e-01,8.312095715118229533e-01,5.865129648920013317e-01,5.549765275730581537e-01,1.385753856514048143e-01
5.750225600446144947e-01,2.328527823851221923e-01,2.874887799174754566e-01,5.697358865175065068e-01,5.875565968505325198e-01,2.102441262333207828e-01,4.980184138807157712e-01,7.884658411879438278e-01,4.433620890371601231e-01,4.706063959498940630e-01,2.516996773051759506e-01,3.494629551642470799e-01,6.506670962888483345e-02,5.082984911198895617e-02,2.571862179810358029e-01
6.863750577565369548e-01,2.770456033555772635e-01,3.721224307729513736e-01,7.121645397032682068e-01,1.810296470941379354e-01,6.091712607174351035e-01,5.687517905991854583e-01,1.335604907506470207e-01,3.454233748325284958e-01,7.816963355595829555e-01,4.379858036758313977e-01,1.629233953682780456e-01,3.168956612970239561e-01,1.292996397031900280e-01,6.186972197686538832e-01
4.384561051951246791e-01,7.745053893805478040e-01,8.398415441827055128e-01,3.230980625707543519e-01,2.622735622582783588e-01,3.200484487439987369e-01,4.813192369384966529e-01,6.961056736066867368e-01,9.904912234422497130e-01,5.666025962748820755e-01,3.498554793298050969e-01,9.109614136852899335e-01,9.929588553278676510e-01,9.311434085171125252e-01,3.121184633054978619e-01
2.044778806849875119e-01,3.916020080475886012e-01,7.436074110988600827e-01,5.053451327969694651e-01,3.078447628926368473e-01,2.133967974733907980e-02,5.982652761602740288e-01,2.657773529279725544e-01,9.292753729030267529e-01,2.214852821221138246e-01,6.896502093719499848e-01,6.926740658233269121e-01,4.959816588603671583e-01,6.443457830126859687e-01,3.864693196655490937e-01
8.214653914391270018e-01,8.435209903679129484e-01,5.253667550175389334e-02,9.894413967827031531e-01,9.941608846008948008e-01,8.295662839589150739e-01,7.890184587255716364e-01,5.395253221662292820e-01,4.847543604522362992e-01,2.113979136704052797e-01,2.430533735229011283e-01,4.083259790460342931e-01,4.563886752299040062e-01,8.093649112639766940e-01,6.426770446931741043e-01
7.991857193330963449e-01,8.296336060523159528e-01,8.805855982498309587e-01,8.872768551171976714e-01,6.529057254148441514e-01,4.150525181001187836e-01,8.762653354070139011e-01,2.910333377048218706e-01,9.860774355730227425e-01,2.002805055410611379e-01,7.608515863854544703e-01,1.939471440271776093e-01,4.820046136698955541e-01,4.828227462327105979e-02,6.353951816648769624e-01
3.385131144456833274e-01,9.387251940922588522e-01,2.087165756578014397e-01,2.301980095843190188e-01,1.667995994848381347e-02,1.147686078246917818e-01,9.187614443221026050e-03,1.579745146002826672e-01,9.078553000823638142e-01,8.258248061114703553e-01,5.847372137139112969e-01,1.042907763859014514e-01,2.684309494362330240e-01,1.418248516906966961e-01,5.306464396003742756e-01
