3.824529176389656060e-01,8.098182297365664750e-01,1.666570616802376392e-02,6.196403136545297619e-01,9.453365489144460732e-02,9.801561925971159495e-01,1.822905754416441759e-01,4.618530260111093355e-01,8.321137320827087791e-02,1.905066455483616084e-01,4.833314011773036656e-01,4.167796611459275713e-01,2.099504718515857737e-01
6.774810171935617964e-01,4.159070061072993596e-01,6.379174970279177792e-03,6.155964618891420770e-01,4.004843902418149248e-01,1.061347479404749494e-01,9.183494583828498703e-01,3.836967770764152519e-01,8.246575685548951373e-02,5.286688358117821451e-01,9.848448863154384281e-01,9.687389375557787785e-01,3.807072392434863728e-01
5.521523965028493075e-01,6.426967657722379990e-01,2.219467020104526345e-02,6.107698672617920543e-01,5.930968932576465846e-01,9.810282287362915854e-01,5.524457140819111212e-01,8.273049292683662959e-01,3.556527300430837313e-01,3.645072461154968968e-01,2.232919759186017261e-01,9.979320723781611724e-01,4.072343936154577682e-01
9.073308211591556427e-01,2.442306713228900028e-01,2.208776305037923882e-01,3.778385716868593036e-01,2.176787445038297353e-02,5.685131488414287837e-01,4.383969646349492599e-01,6.334292032231199077e-01,4.386156668675151860e-01,4.662469613090862719e-01,4.465735821250890192e-01,7.064805721476651312e-01,7.031566047329326219e-01
3.727570605856129760e-01,8.906276045433876298e-01,7.410512849651967882e-01,2.047845294106162006e-01,2.216978462190255517e-02,6.645729072349310096e-01,9.904403119725444515e-01,3.733374015838049065e-01,3.087079000468777590e-01,2.850348196225176434e-01,7.870601073553601390e-01,8.573652248207197513e-02,8.252407516180769731e-01
4.733017019488905408e-01,4.097016147127515717e-01,6.087261841295943388e-02,8.798246573314653096e-01,8.534473414816119430e-01,6.900812951997475908e-01,4.026604074154234159e-01,8.222000686495870569e-01,2.781995698130705907e-01,5.872186101544091263e-01,8.338730309518516126e-01,7.501404234953729100e-01,5.214815302287307830e-01
6.373663122852863960e-01,9.318425285050753182e-01,3.294894698610930650e-01,7.134107992484233218e-01,5.065120408406217356e-01,1.082331670448993810e-01,7.073864588642618800e-01,3.963376267780454043e-01,7.061944327601032967e-02,9.151298849235319777e-01,1.726438308743409866e-01,2.585635249394671042e-01,3.285639629589999222e-01
7.794631216214810143e-01,8.436875852266612075e-02,4.154056081033902226e-01,6.026411319056464988e-01,3.407966601946790242e-01,8.630723764509402596e-01,3.869012326953769065e-01,3.690134465990757562e-02,2.833488328557622893e-01,3.718213348349531655e-01,7.049362857010630368e-01,1.862667637772077445e-01,4.019066619130725604e-01
9.451479319521418621e-01,8.281218868201116745e-01,1.146074234036486006e-01,6.558871990747328073e-02,4.288363934691059587e-01,3.270542708161829903e-01,4.210337866997921896e-01,6.919405744116874368e-01,8.148421796677044471e-01,8.852528502612716510e-01,8.880977489243914169e-01,8.520347890715096462e-03,1.874600766543695896e-01
4.148525144325634351e-01,4.539408856426683236e-01,9.726031111741832991e-01,8.473726082039112484e-03,2.493152555786821711e-01,9.954225261483803378e-01,4.948310973230123366e-01,8.122277516320637325e-01,3.048273727564630997e-01,1.886295719622453904e-01,1.374181661929618770e-01,7.551411037117176095e-01,2.584149920603995287e-01
8.061886886963824939e-01,9.381437607760867436e-01,7.803576414856123744e-01,6.398186380049065702e-01,1.534536521645027962e-01,5.572624997117293644e-01,8.773268407490526499e-01,4.709766349094387516e-01,8.611339874449520648e-01,9.141249685927406166e-01,5.036359849555624990e-01,6.635580290146270155e-01,7.964450779105789469e-01
2.781804131198839514e-01,5.957484388033817968e-01,8.063691064510464246e-01,7.905670766884850265e-01,5.918778565827167437e-01,6.054248360442550103e-01,9.736360414285708531e-01,2.164097926187591447e-01,2.355847120716089149e-01,4.885533952203746644e-02,5.042711353102601324e-01,9.236250992006855842e-02,3.511256273879316270e-01
8.306410243315948128e-01,1.087739366895530413e-01,4.417300716744351208e-01,3.349800009399056533e-01,4.416588862989423436e-02,6.724920019518074721e-01,2.564329293301249590e-01,3.690724416113334572e-01,5.435120216174949004e-02,9.995289790044514788e-01,7.085837894647769586e-01,1.001435944189593696e-01,3.040696015678244768e-01
