8.546961217249966491e-01,3.776294516751524943e-01,2.780335878600332933e-01,7.387335623894009107e-01,3.931573194796602611e-01,6.463074558376835643e-01,4.619807320969490094e-01,4.743114814373681210e-01,7.436474890742328370e-02,3.005230518678743135e-01,1.058599628878045262e-01,3.686240742490366484e-01,1.322061504731187886e-01,6.583600394751051299e-01
7.985049341850429805e-01,6.323379040701210263e-01,5.705906178412509799e-01,5.389641029398183347e-01,2.360775780680077762e-01,9.474466545220878722e-01,9.868792060029203395e-01,7.022375483339188262e-01,1.072808733993758645e-01,6.774035283486944392e-01,4.670015358204019362e-01,1.914176983715080160e-01,2.924783796419064830e-01,3.622776134925468350e-01
6.315608589163590469e-02,8.905177056761450771e-01,1.660607537078395701e-01,4.969574599800059556e-01,7.268593008086611240e-01,4.719073782401077555e-01,5.311313586218879834e-02,1.087361070768051441e-01,1.376317043462738088e-02,9.384270979607733931e-02,9.567298545438565061e-01,8.198972167878063599e-01,8.089770908022581031e-01,6.434058790708688802e-01
4.800911406162786665e-01,8.776764616327017432e-01,2.551256761980617016e-01,8.942297495577139488e-01,6.852634361748681791e-01,1.247338446251889943e-01,6.620659538809955391e-01,6.457670412730536214e-01,9.839610301162513561e-01,1.221194809270518267e-01,2.420988032411153235e-01,6.856760216114725637e-01,6.358915326770775422e-02,1.999375024153617897e-01
4.244719235934388823e-01,6.163321989229852971e-02,5.526379837450982047e-01,9.812885760764985532e-01,1.435021017695812251e-01,1.669679065661258122e-01,5.894094265014904188e-01,2.606201001975639864e-01,5.560783933760737874e-01,3.149420982779694844e-01,3.945427609547252912e-01,8.460694116375480078e-01,3.105156795410667359e-01,3.332554078050151691e-01
8.870084242982446687e-01,4.124479456872199856e-01,9.175372234594646459e-01,6.617713528162192382e-01,7.689224525916761310e-01,5.156987990592123428e-01,4.403201105691356698e-02,7.433885590789927056e-01,2.291133350220919684e-02,3.112799956414241676e-01,8.623140541641011181e-01,2.323168475074532946e-01,6.149739786159037491e-01,5.554242253901019444e-01
5.041141864474929513e-01,1.057624409547363031e-01,5.602758205691673599e-01,9.926567367144633058e-01,3.340935587955017327e-01,3.168365100697488890e-01,4.708396472353590934e-01,5.245956323952831735e-01,4.550156148901420838e-01,7.040382151214299444e-01,6.384031290352393251e-01,4.837866414033673568e-01,4.559379450996615679e-01,9.513116953362428241e-01
3.786376300335029255e-01,7.853167593565669735e-01,5.970289226341434219e-01,3.483293487048937376e-01,3.979457124383714017e-01,3.307039794959044654e-01,6.907940083008848875e-01,6.597710714544277044e-01,1.018504626973852911e-01,6.455146749578163368e-01,3.990419173571256861e-01,5.927015061889309155e-01,3.773564311746958611e-01,3.205549182309126444e-01
4.693815159500973611e-01,6.464684991264154634e-01,7.539726274176263843e-01,3.564103480785574263e-02,4.097622693708448116e-01,1.367344143629808384e-01,2.670437910585777841e-01,3.201170208368674386e-01,1.416777675320852747e-01,9.256636567744878086e-01,6.120919422648525288e-01,6.074443041626268469e-01,4.359230853760400759e-01,9.207526848132683295e-01
1.793387668918844380e-01,7.365129870809107304e-01,7.042670187516927305e-01,1.587428690931352859e-01,7.650170025621646497e-01,7.379910127718438684e-01,3.345441498574222017e-01,9.129751083029420400e-01,8.937342200281856996e-01,5.302562371198968894e-01,4.962542771689053556e-01,7.159147954233586741e-01,4.266680886072951040e-01,9.081412146949374709e-02
7.144568454060823415e-01,3.670757574755517672e-01,1.898749204599161633e-01,7.895138900627544087e-01,6.605993894800219479e-01,7.137542357290102002e-01,4.368111673127389460e-01,2.300370699810869723e-01,2.215915489499975521e-01,7.311018512643867595e-01,5.239566143826431821e-01,5.239353085682642019e-01,6.697602775510348438e-01,9.883403529339249705e-01
5.497596409126684902e-01,9.437147940311687577e-01,3.768489089089405164e-01,8.911115081765375034e-02,5.413294105143482415e-01,4.738894291260848934e-01,4.472677944987998311e-01,5.224395464770450470e-01,5.223333246289929566e-02,3.230149283674688121e-01,3.152981104958407776e-01,1.806719933708275105e-01,9.128585572814895688e-01,3.030810481882820762e-01
9.420748197267473367e-01,6.119759454185333958e-01,6.791734179587474163e-01,3.969260995139201054e-01,2.924716820069086509e-01,2.568727876857267445e-01,8.737145975648898943e-01,4.584965793560713543e-02,9.884772735155313850e-01,9.190313446865727709e-01,1.362060558456523740e-01,8.175839225870471516e-01,5.115372652893728223e-01,4.555031740078641089e-01
1.447252275904996610e-01,2.944971885120691857e-01,8.611966812164916218e-01,3.546985385173149208e-01,1.772618380807235994e-01,3.840124839756581254e-01,4.397036738110637888e-02,6.637248881293691394e-01,3.074456635510460778e-01,5.905835192069579520e-01,4.092007029535028595e-01,3.708688186788305918e-01,5.961736243217434783e-01,4.673426921398310396e-01
