5.556391918869518776e-02,1.848917726435360676e-01,8.216907169330300853e-01,7.519047464461353636e-01,2.850525266572201399e-01,7.845265052213162837e-01,1.988204576435126381e-02,3.642238893635552088e-01,8.780793931267256713e-01,7.379122505460836701e-01,4.176299237073161086e-01,6.361743199831795259e-01,9.631355450987858502e-01,2.663422994125262955e-01
2.448860201809869297e-01,8.476032125690086128e-01,2.142848114603607135e-01,8.882264362903271593e-01,2.820206642596085889e-01,7.682127552427175932e-01,3.389626029049145339e-01,1.373383307983309098e-01,9.858083696888731984e-01,4.475602221042771500e-01,9.163424599477354437e-02,9.514258771752713839e-01,7.101218214738196366e-01,9.850679996435558472e-01
3.856992251756812262e-01,3.953073588316680098e-02,5.459952960751028872e-01,4.257477794427386719e-01,9.997437878424139113e-01,7.410442285121782158e-01,3.396211748291335653e-01,1.999940453938482410e-01,5.642072379755157518e-01,1.394476865080248595e-01,2.118179474734906975e-01,7.806795687832774888e-01,7.911832754062160245e-01,9.258712332003772305e-01
6.887205427641850397e-01,6.144993540862287995e-01,2.199513879108725423e-01,5.436759752752322594e-01,7.440666137569883487e-01,8.530770949251592628e-01,6.677948726557202397e-01,6.300015106191804160e-01,8.356903118255964991e-02,3.472923050588938576e-02,7.376544549002296280e-01,9.620035592099591693e-01,6.888893709198633530e-01,8.612550579456849098e-01
1.812232716663690901e-01,9.800352375357600510e-01,4.889045397231046586e-01,9.083680365732660356e-02,6.636977743755272385e-01,9.855449730778124140e-01,7.365457943975567412e-01,9.568510144760790093e-01,2.040410805779323544e-01,6.501907038725207588e-02,4.298452177153992970e-01,1.809088104144019882e-01,1.755654513010002082e-01,8.928889422778563123e-02
1.870782421630775572e-01,7.802805770570486743e-02,6.468340086738408878e-01,5.180898131285885944e-01,3.073983644903799384e-02,3.127032318914837461e-01,4.586197019165598743e-01,6.761466236602732272e-01,5.007351896510059408e-02,2.195744225213130951e-01,6.173418347352063185e-01,3.884397683128232304e-01,6.390480768580273363e-01,6.608723157318173724e-01
3.448112445741693399e-01,1.909740440851782628e-01,8.431476342282502312e-01,8.356433034048847963e-01,6.382005174371370160e-01,9.604983802990094688e-01,1.805613451311455231e-01,8.921740126857755637e-01,1.123584194704574379e-01,8.062165487743688796e-01,5.128706402056795177e-01,7.975896720639789050e-01,5.107102688065005003e-01,9.543472049381092059e-01
1.257538433197596950e-01,7.034998338671961671e-01,7.714567680734667476e-01,3.550899109804654952e-01,2.315802177647073856e-01,8.459575559236260922e-01,4.895439007427948575e-03,9.977407884079279032e-01,3.225044024043000057e-03,7.633636169416271322e-01,6.562793721196169550e-02,6.527949536152888310e-02,7.359698415097002400e-01,9.977698556491259030e-01
5.086639636040698464e-01,6.466842936074957970e-01,1.070257449816935935e-02,3.861703227585951970e-01,3.143541664806277502e-01,5.644911012818298879e-01,7.986156431134153744e-01,3.288715945840207100e-01,1.473058403599569743e-02,7.081748788428967600e-01,8.292245701009215431e-01,5.205954897903122269e-01,1.356240333892696492e-01,5.781310833129544857e-01
5.744030081359269291e-01,6.207931929083153610e-01,6.286465566889075651e-01,5.856033231268820138e-02,2.841505026899743269e-01,8.197076681615679261e-01,4.978969150476353356e-03,9.327148937324353239e-01,6.302519857400789016e-01,6.795997410294905006e-01,6.687834046673706290e-01,3.282802763536299961e-01,4.455973863882234376e-01,1.570237461122686584e-01
2.046745558801191800e-01,4.503281718270939482e-01,9.865763873739606948e-01,3.992701985662447939e-01,4.088125942726009709e-01,6.604860029931995946e-01,8.804895517538329219e-01,9.625626922378736072e-01,2.169167420597557516e-01,4.622024122740246987e-01,8.419839249264049474e-02,4.275588318696257328e-01,3.458065295427558139e-01,2.310981639467150073e-01
5.728614341591611314e-01,3.373389694266877292e-01,6.187032501058352674e-01,1.924352972009816254e-01,4.903911333888797408e-01,4.503102991963827684e-01,3.703320711141334654e-01,3.135453546758795174e-01,3.773623748914440856e-01,5.509060370179094113e-01,1.137885099715305603e-01,9.299662072748307029e-01,5.474842580435731465e-01,2.999597221793329771e-01
9.321207237198871898e-01,8.904014097741730360e-01,9.701664899434508937e-01,6.801866722549514410e-01,4.124069273957952086e-01,6.414486867540772908e-01,3.888471883955599839e-01,6.063293658710803280e-01,6.369675528464842085e-01,1.803072150746013458e-01,6.879687246441177351e-01,4.927797031406100370e-02,8.544925384771449028e-01,2.241443233073627805e-01
5.018048626981692628e-01,7.905808484280402171e-01,2.796890455682260468e-01,5.269993512604469466e-01,1.747907410807257866e-01,8.342101467301727968e-01,9.370109321575554873e-01,3.430761268058893920e-01,9.631032120181211020e-01,4.866932213219886671e-01,8.952431954810498027e-01,2.973058484267732116e-02,4.043705335165348469e-01,4.984816638437231662e-01
