7.771123841604161697e-01,8.409946794794456171e-01,8.081019987247468617e-01,8.913209838893576542e-02,7.558938822832673710e-01,1.389221830619516984e-01,3.455679790241590332e-01,9.306615348492908169e-01,2.840770151549035782e-01,5.995950407876872168e-01,4.001937950574712133e-01,4.253899144500441487e-01,9.459732451084044147e-01
2.024610096714826168e-01,5.996641919459242409e-01,4.299575930263334067e-01,7.214806133315742054e-01,6.254072312405086764e-01,9.189293572172096969e-01,8.168823647795696585e-01,3.352727384207860872e-01,9.693809000148472244e-01,7.815910873544751336e-02,2.117565366230683699e-01,8.299635298072449707e-02,5.928124582265696940e-01
7.400786624208515185e-01,3.267159855409489388e-01,6.345095465095651477e-02,6.531377622859425580e-01,2.105220952497559583e-01,7.521946844354161499e-01,8.083389870666668475e-02,1.408511169682842290e-01,1.058003005446258582e-01,7.604129423385570519e-01,1.288456715007756381e-01,6.687204771057552177e-01,4.542248945294484752e-01
3.540963646903427797e-02,9.624394873578869802e-01,8.560766980715696084e-01,7.043412952487106971e-01,7.481259817219715336e-01,7.026844783507570913e-01,3.118521782213974358e-01,8.002237886891034879e-01,2.952401087747015263e-01,5.370023074881210556e-01,2.666592382273287321e-01,7.875612189822278619e-01,8.328812294485099521e-01
2.490728882660038224e-01,9.630689921753804450e-01,3.539549608759129384e-02,2.142226534790139247e-01,2.584421525505605777e-01,2.441885781990038584e-02,8.583299829988223495e-01,9.044995506952034914e-01,2.244348676569944967e-01,4.877342469344648768e-01,7.217887005929946032e-01,5.970852613008753584e-01,4.505894105948371475e-02
9.327171808523238017e-02,5.456467299053114894e-01,5.679254598708689539e-01,2.584076880172526680e-01,5.713973342913194475e-01,4.394352512840726810e-02,4.629291549957432750e-01,8.086974031689727616e-01,9.541661919609051301e-01,4.494497174967959641e-01,2.993161562233743744e-01,1.534751020637292740e-01,3.803327727200076502e-01
7.336744195417169712e-01,3.976191053599918979e-01,3.814309435449727559e-01,4.633215404073257604e-01,6.715329569756870454e-01,3.737253485036988732e-01,2.745712297573045246e-01,9.162834559743635587e-01,9.801847576037995280e-01,1.917320578331289660e-01,6.666082979686061005e-01,8.915239941980593885e-01,5.198788913737983908e-01
3.198218770795202559e-02,2.710162353855887218e-01,5.283524663409085997e-01,9.494732051421143071e-01,1.004688068210382035e-01,6.166244440331580812e-01,4.826532467572007823e-01,5.062003834657982093e-01,2.921311430152978561e-01,9.521774834095612094e-01,3.405358568530514329e-01,8.043257150586839987e-01,7.379068561561967776e-01
5.344895557056290603e-01,7.244978022443104848e-02,3.955009253821095694e-02,4.853988653178157309e-01,4.527276378749334196e-02,2.840497868333369258e-02,9.215226474295323822e-02,1.109493058057866577e-01,4.546666334981401825e-01,4.742232161157911019e-01,9.824189159429635998e-01,5.851975361659109698e-01,9.551034480378509661e-01
7.079312988803553308e-01,2.415366570692294435e-01,5.058038903240960060e-01,2.801785708306800959e-01,7.034568728854339037e-01,5.072530655230979013e-01,2.319949129780983776e-01,2.904501048881320546e-01,6.718060814610288256e-01,3.400377192190008335e-01,7.783999169726314449e-01,4.151064983214071136e-01,9.811601229345287001e-01
7.442029370049610959e-01,3.844809270000806301e-01,6.699301663981869215e-01,9.064539610619795074e-01,9.154560025087646880e-01,7.631957767523231961e-01,6.363241392920258033e-01,9.776365286635119167e-01,8.726201898824700320e-01,8.799752107423318703e-01,1.433998042618742641e-01,5.350253789304044716e-01,6.731428541835876578e-01
4.637543859794943657e-01,3.349951806892230710e-01,7.636365562696385556e-01,4.110106111561433462e-01,2.707784941613011753e-01,4.533676132367754352e-01,7.511704224929849349e-02,7.339004970815719009e-01,2.439445799167527795e-02,9.988922985193401383e-01,4.875199920768905626e-01,2.775105690649052326e-01,4.770838088763742491e-01
4.882829915726263348e-01,1.986616619680103835e-02,5.691925325929614310e-01,2.682343313501575066e-01,9.493368098789267684e-02,5.219759817667009028e-01,8.434780597364527344e-01,4.929800824955755667e-01,1.527378493531204029e-01,4.404290201153078232e-01,1.553982840964401868e-01,4.188478222638055692e-01,1.220958761397287207e-01
