4.624369054474777307e-01,2.285849952380317740e-01,3.939191736753671069e-01,8.877814953322192837e-01,2.782906534481639493e-01,8.161397015879737760e-01,3.220909729747519767e-01,9.876986784409009790e-01,8.378079085803369352e-02,2.591969926429581461e-01,9.133816478076872691e-03
9.671502199653541076e-01,4.480390424221596390e-01,4.901470253030821844e-01,6.864430642159466966e-01,7.782958860322053418e-02,1.216154966022755524e-01,8.797449678032758236e-01,9.879518656256802700e-03,9.751712301802261118e-01,5.693047160706645737e-01,6.002016301868109416e-01
6.528243252982200984e-01,5.945873546883270189e-01,6.564991703456372063e-01,8.764166050278917597e-01,9.903906173137674296e-01,5.422847912616757249e-01,3.438826731083293176e-01,7.509217604574974780e-01,7.976777217406127996e-02,6.832732443275791878e-01,9.786454789406330290e-01
3.676527905901015858e-01,1.857989732328509946e-01,2.337542875192769598e-01,4.319574437685865798e-01,7.579650511082203224e-01,2.549226088867935225e-01,7.305725336798220004e-01,7.978438182368974285e-02,6.515780329339936339e-01,3.138081209197611798e-01,1.937163991291890319e-02
1.177577044724690269e-01,6.705176141503610410e-01,7.070371760786048343e-01,3.342206121402857555e-02,1.405243501610695667e-01,5.188109169952347388e-01,9.184682156719015111e-01,3.697761800059139459e-01,1.642976877367471333e-01,2.164768932605252161e-01,4.401690445156845044e-01
3.920414234468310166e-01,6.849080248614429767e-01,2.530978000063769384e-01,9.461262806745172060e-01,6.200264866071026892e-01,7.580644835618016719e-01,7.441071341299155817e-01,8.255100644905847274e-01,6.444333310291187056e-01,9.100225126555131494e-01,2.827192298564773498e-02
3.851126569198598526e-01,3.841065114806013758e-01,4.627151846104821109e-01,8.352763916246148668e-01,7.682937678503922729e-01,7.417953526243736828e-01,3.357209973544972303e-02,8.438680212010662984e-01,8.031302388296425177e-01,6.064793931690044548e-01,5.937336879785064525e-01
7.509233800176799978e-01,7.854342927521900108e-01,1.889304333895953647e-01,3.892384276030584900e-01,9.632521786290066945e-01,2.126965430010900882e-01,7.728422270174618580e-01,3.312276773425093523e-02,1.632035111137306593e-01,1.992922348115565567e-01,9.699095372938458803e-01
1.852982317533593548e-01,7.453583604973877952e-01,8.564031346688295576e-01,2.908723165454695225e-01,5.209325981800726479e-01,2.712578280197874836e-01,3.588318799617704613e-01,3.644468693850069219e-01,1.118066805988361390e-01,8.838768255116200567e-01,9.034342181343384404e-01
4.996737937789527129e-01,8.176532774079362520e-01,5.281698337076100591e-01,1.939037445017748329e-01,5.280686784071149109e-01,9.445502787506265818e-01,3.936591086934391193e-01,2.954776774364044067e-01,2.377140096212543297e-01,2.762593649895739301e-02,5.347306838636113335e-01
1.511709101304192782e-01,5.225683299776935353e-01,6.213394222974600867e-01,2.029996013739059357e-01,8.240053303207440782e-01,5.925621474656427301e-01,6.924847088312963139e-01,5.836031005843456132e-02,1.810355976621420560e-01,8.581452443350323644e-02,6.924524266306548714e-01
